Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20180817,MTX    ,201809     ,220900,10626,2,-,-, 
20180817,MTX    ,201809     ,220901,10626,2,-,-, 
20180817,MTX    ,201809     ,220902,10626,2,-,-, 
20180817,MTX    ,201809     ,220905,10627,2,-,-, 
20180817,MTX    ,201809     ,220914,10626,2,-,-, 
20180817,MTX    ,201809     ,220925,10626,2,-,-, 
20180817,MTX    ,201809     ,220925,10625,2,-,-, 
20180817,MTX    ,201809     ,220925,10625,2,-,-, 
20180817,MTX    ,201809     ,220925,10625,2,-,-, 
20180817,MTX    ,201809     ,220929,10625,2,-,-, 
20180817,MTX    ,201809     ,220931,10626,2,-,-, 
20180817,MTX    ,201809     ,220937,10627,4,-,-, 
20180817,MTX    ,201809     ,220949,10626,2,-,-, 
20180817,MTX    ,201809     ,220953,10625,2,-,-, 
20180817,MTX    ,201809     ,220953,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,2,-,-, 
20180817,MTX    ,201809     ,221006,10625,4,-,-, 
20180817,MTX    ,201809     ,221009,10625,2,-,-, 
20180817,MTX    ,201809     ,221013,10625,2,-,-, 
20180817,MTX    ,201809     ,221014,10625,2,-,-, 
20180817,MTX    ,201809     ,221015,10625,2,-,-, 
20180817,MTX    ,201809     ,221019,10625,2,-,-, 
20180817,MTX    ,201809     ,221030,10626,2,-,-, 
20180817,MTX    ,201809     ,221033,10626,2,-,-, 
20180817,MTX    ,201809     ,221034,10626,2,-,-, 
20180817,MTX    ,201809     ,221034,10626,4,-,-, 
20180817,MTX    ,201809     ,221036,10626,2,-,-, 
20180817,MTX    ,201809     ,221038,10626,2,-,-, 
20180817,MTX    ,201809     ,221038,10627,2,-,-, 
20180817,MTX    ,201809     ,221039,10627,2,-,-, 
20180817,MTX    ,201809     ,221042,10627,2,-,-, 
20180817,MTX    ,201809     ,221042,10626,2,-,-, 
20180817,MTX    ,201809     ,221047,10627,2,-,-, 
20180817,MTX    ,201809     ,221047,10627,2,-,-, 
20180817,MTX    ,201809     ,221049,10627,2,-,-, 
20180817,MTX    ,201809     ,221051,10627,4,-,-, 
20180817,MTX    ,201809     ,221054,10628,4,-,-, 
20180817,MTX    ,201809     ,221055,10628,10,-,-, 
20180817,MTX    ,201809     ,221057,10628,2,-,-, 
20180817,MTX    ,201809     ,221057,10628,4,-,-, 
20180817,MTX    ,201809     ,221057,10628,2,-,-, 
20180817,MTX    ,201809     ,221058,10628,2,-,-, 
20180817,MTX    ,201809     ,221100,10627,2,-,-, 
20180817,MTX    ,201809     ,221102,10626,2,-,-, 
20180817,MTX    ,201809     ,221102,10627,2,-,-, 
20180817,MTX    ,201809     ,221104,10626,2,-,-, 
20180817,MTX    ,201809     ,221105,10627,2,-,-, 
20180817,MTX    ,201809     ,221112,10627,2,-,-, 
20180817,MTX    ,201809     ,221112,10627,2,-,-, 
20180817,MTX    ,201809     ,221118,10626,2,-,-, 
20180817,MTX    ,201809     ,221125,10626,2,-,-, 
20180817,MTX    ,201809     ,221125,10626,2,-,-, 
20180817,MTX    ,201809     ,221125,10626,2,-,-, 
20180817,MTX    ,201809     ,221125,10626,2,-,-, 
20180817,MTX    ,201809     ,221125,10626,2,-,-, 
20180817,MTX    ,201809     ,221126,10626,2,-,-, 
20180817,MTX    ,201809     ,221144,10626,2,-,-, 
20180817,MTX    ,201809     ,221147,10626,2,-,-, 
20180817,MTX    ,201809     ,221156,10627,2,-,-, 
20180817,MTX    ,201809     ,221156,10627,2,-,-, 
20180817,MTX    ,201809     ,221158,10627,4,-,-, 
20180817,MTX    ,201809     ,221208,10628,6,-,-, 
20180817,MTX    ,201809     ,221211,10627,2,-,-, 
20180817,MTX    ,201809     ,221211,10627,2,-,-, 
20180817,MTX    ,201809     ,221211,10627,2,-,-, 
20180817,MTX    ,201809     ,221211,10627,2,-,-, 
20180817,MTX    ,201809     ,221211,10627,2,-,-, 
20180817,MTX    ,201809     ,221216,10627,2,-,-, 
20180817,MTX    ,201809     ,221227,10627,2,-,-, 
20180817,MTX    ,201809     ,221238,10626,2,-,-, 
20180817,MTX    ,201809     ,221241,10626,2,-,-, 
20180817,MTX    ,201809     ,221243,10626,4,-,-, 
20180817,MTX    ,201809     ,221244,10626,2,-,-, 
20180817,MTX    ,201809     ,221244,10626,2,-,-, 
20180817,MTX    ,201809     ,221244,10626,4,-,-, 
20180817,MTX    ,201809     ,221244,10626,8,-,-, 
20180817,MTX    ,201809     ,221244,10626,2,-,-, 
20180817,MTX    ,201809     ,221244,10626,2,-,-, 
20180817,MTX    ,201809     ,221258,10626,2,-,-, 
20180817,MTX    ,201809     ,221304,10625,2,-,-, 
20180817,MTX    ,201809     ,221304,10625,2,-,-, 
20180817,MTX    ,201809     ,221304,10625,2,-,-, 
20180817,MTX    ,201809     ,221304,10626,4,-,-, 
20180817,MTX    ,201809     ,221310,10625,2,-,-, 
20180817,MTX    ,201809     ,221310,10625,4,-,-, 
20180817,MTX    ,201809     ,221311,10626,2,-,-, 
20180817,MTX    ,201809     ,221319,10626,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,4,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221324,10625,2,-,-, 
20180817,MTX    ,201809     ,221327,10625,6,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,4,-,-, 
20180817,MTX    ,201809     ,221330,10624,8,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,6,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,4,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,4,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221330,10624,2,-,-, 
20180817,MTX    ,201809     ,221331,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,4,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221342,10623,2,-,-, 
20180817,MTX    ,201809     ,221343,10624,2,-,-, 
20180817,MTX    ,201809     ,221344,10623,2,-,-, 
20180817,MTX    ,201809     ,221344,10623,2,-,-, 
20180817,MTX    ,201809     ,221347,10623,2,-,-, 
20180817,MTX    ,201809     ,221347,10623,2,-,-, 
20180817,MTX    ,201809     ,221347,10623,6,-,-, 
20180817,MTX    ,201809     ,221347,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,4,-,-, 
20180817,MTX    ,201809     ,221348,10623,4,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221348,10623,2,-,-, 
20180817,MTX    ,201809     ,221351,10623,2,-,-, 
20180817,MTX    ,201809     ,221353,10622,2,-,-, 
20180817,MTX    ,201809     ,221353,10622,2,-,-, 
20180817,MTX    ,201809     ,221353,10622,2,-,-, 
20180817,MTX    ,201809     ,221353,10622,2,-,-, 
20180817,MTX    ,201809     ,221353,10622,2,-,-, 
20180817,MTX    ,201809     ,221355,10622,2,-,-, 
20180817,MTX    ,201809     ,221355,10622,2,-,-, 
20180817,MTX    ,201809     ,221356,10622,2,-,-, 
20180817,MTX    ,201809     ,221356,10622,4,-,-, 
20180817,MTX    ,201809     ,221356,10622,2,-,-, 
20180817,MTX    ,201809     ,221356,10622,4,-,-, 
20180817,MTX    ,201809     ,221356,10622,2,-,-, 
20180817,MTX    ,201809     ,221356,10622,2,-,-, 
20180817,MTX    ,201809     ,221356,10622,2,-,-, 
20180817,MTX    ,201809     ,221356,10622,2,-,-, 
20180817,MTX    ,201809     ,221356,10622,2,-,-, 
20180817,MTX    ,201809     ,221358,10622,2,-,-, 
20180817,MTX    ,201809     ,221358,10623,4,-,-, 
20180817,MTX    ,201809     ,221400,10623,2,-,-, 
20180817,MTX    ,201809     ,221400,10623,8,-,-, 
20180817,MTX    ,201809     ,221401,10623,4,-,-, 
20180817,MTX    ,201809     ,221401,10623,2,-,-, 
20180817,MTX    ,201809     ,221401,10623,4,-,-, 
20180817,MTX    ,201809     ,221402,10623,2,-,-, 
20180817,MTX    ,201809     ,221403,10623,2,-,-, 
20180817,MTX    ,201809     ,221403,10623,2,-,-, 
20180817,MTX    ,201809     ,221403,10624,12,-,-, 
20180817,MTX    ,201809     ,221404,10623,2,-,-, 
20180817,MTX    ,201809     ,221409,10623,2,-,-, 
20180817,MTX    ,201809     ,221410,10624,8,-,-, 
20180817,MTX    ,201809     ,221410,10624,2,-,-, 
20180817,MTX    ,201809     ,221410,10624,2,-,-, 
20180817,MTX    ,201809     ,221413,10624,4,-,-, 
20180817,MTX    ,201809     ,221423,10624,2,-,-, 
20180817,MTX    ,201809     ,221426,10624,2,-,-, 
20180817,MTX    ,201809     ,221428,10623,2,-,-, 
20180817,MTX    ,201809     ,221428,10623,2,-,-, 
20180817,MTX    ,201809     ,221428,10623,2,-,-, 
20180817,MTX    ,201809     ,221434,10623,2,-,-, 
20180817,MTX    ,201809     ,221441,10623,2,-,-, 
20180817,MTX    ,201809     ,221443,10624,2,-,-, 
20180817,MTX    ,201809     ,221448,10624,2,-,-, 
20180817,MTX    ,201809     ,221453,10624,2,-,-, 
20180817,MTX    ,201809     ,221455,10624,2,-,-, 
20180817,MTX    ,201809     ,221455,10624,2,-,-, 
20180817,MTX    ,201809     ,221459,10624,2,-,-, 
20180817,MTX    ,201809     ,221459,10624,2,-,-, 
20180817,MTX    ,201809     ,221500,10624,2,-,-, 
20180817,MTX    ,201809     ,221500,10624,2,-,-, 
20180817,MTX    ,201809     ,221503,10623,2,-,-, 
20180817,MTX    ,201809     ,221503,10623,2,-,-, 
20180817,MTX    ,201809     ,221509,10623,4,-,-, 
20180817,MTX    ,201809     ,221509,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221513,10623,4,-,-, 
20180817,MTX    ,201809     ,221513,10623,2,-,-, 
20180817,MTX    ,201809     ,221515,10623,4,-,-, 
20180817,MTX    ,201809     ,221515,10623,2,-,-, 
20180817,MTX    ,201809     ,221516,10622,2,-,-, 
20180817,MTX    ,201809     ,221521,10622,2,-,-, 
20180817,MTX    ,201809     ,221521,10622,2,-,-, 
20180817,MTX    ,201809     ,221522,10622,6,-,-, 
20180817,MTX    ,201809     ,221522,10622,2,-,-, 
20180817,MTX    ,201809     ,221522,10622,16,-,-, 
20180817,MTX    ,201809     ,221523,10622,4,-,-, 
20180817,MTX    ,201809     ,221526,10622,2,-,-, 
20180817,MTX    ,201809     ,221527,10622,2,-,-, 
20180817,MTX    ,201809     ,221528,10622,2,-,-, 
20180817,MTX    ,201809     ,221528,10623,2,-,-, 
20180817,MTX    ,201809     ,221529,10623,6,-,-, 
20180817,MTX    ,201809     ,221529,10623,4,-,-, 
20180817,MTX    ,201809     ,221530,10623,2,-,-, 
20180817,MTX    ,201809     ,221530,10623,8,-,-, 
20180817,MTX    ,201809     ,221532,10624,2,-,-, 
20180817,MTX    ,201809     ,221532,10623,2,-,-, 
20180817,MTX    ,201809     ,221532,10624,2,-,-, 
20180817,MTX    ,201809     ,221533,10623,2,-,-, 
20180817,MTX    ,201809     ,221533,10624,2,-,-, 
20180817,MTX    ,201809     ,221534,10624,2,-,-, 
20180817,MTX    ,201809     ,221536,10624,2,-,-, 
20180817,MTX    ,201809     ,221542,10624,12,-,-, 
20180817,MTX    ,201809     ,221544,10624,2,-,-, 
20180817,MTX    ,201809     ,221547,10625,2,-,-, 
20180817,MTX    ,201809     ,221549,10625,2,-,-, 
20180817,MTX    ,201809     ,221550,10625,2,-,-, 
20180817,MTX    ,201809     ,221551,10625,2,-,-, 
20180817,MTX    ,201809     ,221552,10624,2,-,-, 
20180817,MTX    ,201809     ,221552,10624,2,-,-, 
20180817,MTX    ,201809     ,221552,10624,2,-,-, 
20180817,MTX    ,201809     ,221555,10624,2,-,-, 
20180817,MTX    ,201809     ,221555,10624,2,-,-, 
20180817,MTX    ,201809     ,221602,10623,2,-,-, 
20180817,MTX    ,201809     ,221602,10623,2,-,-, 
20180817,MTX    ,201809     ,221602,10623,2,-,-, 
20180817,MTX    ,201809     ,221602,10623,2,-,-, 
20180817,MTX    ,201809     ,221602,10623,2,-,-, 
20180817,MTX    ,201809     ,221602,10623,2,-,-, 
20180817,MTX    ,201809     ,221602,10623,2,-,-, 
20180817,MTX    ,201809     ,221602,10623,2,-,-, 
20180817,MTX    ,201809     ,221603,10623,8,-,-, 
20180817,MTX    ,201809     ,221603,10623,2,-,-, 
20180817,MTX    ,201809     ,221603,10622,2,-,-, 
20180817,MTX    ,201809     ,221603,10622,2,-,-, 
20180817,MTX    ,201809     ,221603,10622,2,-,-, 
20180817,MTX    ,201809     ,221603,10622,2,-,-, 
20180817,MTX    ,201809     ,221603,10623,2,-,-, 
20180817,MTX    ,201809     ,221606,10622,2,-,-, 
20180817,MTX    ,201809     ,221606,10622,2,-,-, 
20180817,MTX    ,201809     ,221606,10622,2,-,-, 
20180817,MTX    ,201809     ,221607,10622,2,-,-, 
20180817,MTX    ,201809     ,221607,10622,2,-,-, 
20180817,MTX    ,201809     ,221607,10622,2,-,-, 
20180817,MTX    ,201809     ,221607,10622,2,-,-, 
20180817,MTX    ,201809     ,221607,10622,2,-,-, 
20180817,MTX    ,201809     ,221607,10622,2,-,-, 
20180817,MTX    ,201809     ,221607,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10622,2,-,-, 
20180817,MTX    ,201809     ,221608,10621,2,-,-, 
20180817,MTX    ,201809     ,221608,10621,2,-,-, 
20180817,MTX    ,201809     ,221608,10621,2,-,-, 
20180817,MTX    ,201809     ,221608,10621,6,-,-, 
20180817,MTX    ,201809     ,221608,10621,2,-,-, 
20180817,MTX    ,201809     ,221608,10621,2,-,-, 
20180817,MTX    ,201809     ,221608,10621,2,-,-, 
20180817,MTX    ,201809     ,221609,10621,2,-,-, 
20180817,MTX    ,201809     ,221609,10623,2,-,-, 
20180817,MTX    ,201809     ,221612,10622,2,-,-, 
20180817,MTX    ,201809     ,221614,10621,2,-,-, 
20180817,MTX    ,201809     ,221614,10621,2,-,-, 
20180817,MTX    ,201809     ,221614,10621,2,-,-, 
20180817,MTX    ,201809     ,221614,10621,2,-,-, 
20180817,MTX    ,201809     ,221614,10621,2,-,-, 
20180817,MTX    ,201809     ,221614,10621,2,-,-, 
20180817,MTX    ,201809     ,221614,10622,2,-,-, 
20180817,MTX    ,201809     ,221615,10621,2,-,-, 
20180817,MTX    ,201809     ,221615,10621,2,-,-, 
20180817,MTX    ,201809     ,221616,10621,2,-,-, 
20180817,MTX    ,201809     ,221620,10621,2,-,-, 
20180817,MTX    ,201809     ,221620,10621,2,-,-, 
20180817,MTX    ,201809     ,221621,10621,2,-,-, 
20180817,MTX    ,201809     ,221622,10622,2,-,-, 
20180817,MTX    ,201809     ,221622,10622,2,-,-, 
20180817,MTX    ,201809     ,221622,10622,4,-,-, 
20180817,MTX    ,201809     ,221623,10622,2,-,-, 
20180817,MTX    ,201809     ,221624,10622,2,-,-, 
20180817,MTX    ,201809     ,221633,10622,4,-,-, 
20180817,MTX    ,201809     ,221634,10622,2,-,-, 
20180817,MTX    ,201809     ,221636,10622,2,-,-, 
20180817,MTX    ,201809     ,221637,10622,2,-,-, 
20180817,MTX    ,201809     ,221637,10622,2,-,-, 
20180817,MTX    ,201809     ,221637,10622,2,-,-, 
20180817,MTX    ,201809     ,221642,10622,4,-,-, 
20180817,MTX    ,201809     ,221643,10623,2,-,-, 
20180817,MTX    ,201809     ,221647,10623,2,-,-, 
20180817,MTX    ,201809     ,221658,10623,2,-,-, 
20180817,MTX    ,201809     ,221658,10623,2,-,-, 
20180817,MTX    ,201809     ,221700,10623,2,-,-, 
20180817,MTX    ,201809     ,221701,10623,2,-,-, 
20180817,MTX    ,201809     ,221702,10623,16,-,-, 
20180817,MTX    ,201809     ,221702,10623,6,-,-, 
20180817,MTX    ,201809     ,221703,10622,2,-,-, 
20180817,MTX    ,201809     ,221710,10623,2,-,-, 
20180817,MTX    ,201809     ,221713,10623,4,-,-, 
20180817,MTX    ,201809     ,221716,10623,2,-,-, 
20180817,MTX    ,201809     ,221717,10623,2,-,-, 
20180817,MTX    ,201809     ,221720,10622,2,-,-, 
20180817,MTX    ,201809     ,221722,10623,2,-,-, 
20180817,MTX    ,201809     ,221723,10622,2,-,-, 
20180817,MTX    ,201809     ,221728,10622,2,-,-, 
20180817,MTX    ,201809     ,221729,10622,2,-,-, 
20180817,MTX    ,201809     ,221730,10622,2,-,-, 
20180817,MTX    ,201809     ,221732,10623,2,-,-, 
20180817,MTX    ,201809     ,221733,10622,2,-,-, 
20180817,MTX    ,201809     ,221734,10623,12,-,-, 
20180817,MTX    ,201809     ,221734,10623,2,-,-, 
20180817,MTX    ,201809     ,221735,10623,2,-,-, 
20180817,MTX    ,201809     ,221736,10623,4,-,-, 
20180817,MTX    ,201809     ,221742,10623,2,-,-, 
20180817,MTX    ,201809     ,221743,10624,10,-,-, 
20180817,MTX    ,201809     ,221743,10622,2,-,-, 
20180817,MTX    ,201809     ,221748,10623,2,-,-, 
20180817,MTX    ,201809     ,221753,10623,6,-,-, 
20180817,MTX    ,201809     ,221753,10623,2,-,-, 
20180817,MTX    ,201809     ,221753,10623,2,-,-, 
20180817,MTX    ,201809     ,221753,10623,2,-,-, 
20180817,MTX    ,201809     ,221753,10623,6,-,-, 
20180817,MTX    ,201809     ,221754,10623,2,-,-, 
20180817,MTX    ,201809     ,221754,10623,2,-,-, 
20180817,MTX    ,201809     ,221754,10623,2,-,-, 
20180817,MTX    ,201809     ,221759,10623,2,-,-, 
20180817,MTX    ,201809     ,221801,10623,8,-,-, 
20180817,MTX    ,201809     ,221803,10623,2,-,-, 
20180817,MTX    ,201809     ,221807,10624,2,-,-, 
20180817,MTX    ,201809     ,221808,10624,2,-,-, 
20180817,MTX    ,201809     ,221809,10624,2,-,-, 
20180817,MTX    ,201809     ,221813,10623,2,-,-, 
20180817,MTX    ,201809     ,221813,10623,2,-,-, 
20180817,MTX    ,201809     ,221820,10623,4,-,-, 
20180817,MTX    ,201809     ,221820,10623,2,-,-, 
20180817,MTX    ,201809     ,221821,10623,2,-,-, 
20180817,MTX    ,201809     ,221828,10623,12,-,-, 
20180817,MTX    ,201809     ,221831,10624,4,-,-, 
20180817,MTX    ,201809     ,221832,10623,8,-,-, 
20180817,MTX    ,201809     ,221835,10624,2,-,-, 
20180817,MTX    ,201809     ,221836,10625,2,-,-, 
20180817,MTX    ,201809     ,221839,10624,2,-,-, 
20180817,MTX    ,201809     ,221839,10624,2,-,-, 
20180817,MTX    ,201809     ,221850,10625,2,-,-, 
20180817,MTX    ,201809     ,221851,10624,2,-,-, 
20180817,MTX    ,201809     ,221851,10624,2,-,-, 
20180817,MTX    ,201809     ,221852,10623,2,-,-, 
20180817,MTX    ,201809     ,221857,10623,2,-,-, 
20180817,MTX    ,201809     ,221859,10624,2,-,-, 
20180817,MTX    ,201809     ,221911,10624,2,-,-, 
20180817,MTX    ,201809     ,221911,10624,2,-,-, 
20180817,MTX    ,201809     ,221913,10624,2,-,-, 
20180817,MTX    ,201809     ,221927,10624,2,-,-, 
20180817,MTX    ,201809     ,221927,10624,2,-,-, 
20180817,MTX    ,201809     ,221927,10624,2,-,-, 
20180817,MTX    ,201809     ,221927,10624,4,-,-, 
20180817,MTX    ,201809     ,221932,10624,2,-,-, 
20180817,MTX    ,201809     ,221933,10624,2,-,-, 
20180817,MTX    ,201809     ,221933,10625,2,-,-, 
20180817,MTX    ,201809     ,221937,10624,2,-,-, 
20180817,MTX    ,201809     ,221937,10624,2,-,-, 
20180817,MTX    ,201809     ,222006,10625,2,-,-, 
20180817,MTX    ,201809     ,222018,10625,2,-,-, 
20180817,MTX    ,201809     ,222019,10625,4,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222032,10624,2,-,-, 
20180817,MTX    ,201809     ,222033,10624,2,-,-, 
20180817,MTX    ,201809     ,222033,10624,2,-,-, 
20180817,MTX    ,201809     ,222039,10623,2,-,-, 
20180817,MTX    ,201809     ,222039,10623,2,-,-, 
20180817,MTX    ,201809     ,222039,10623,2,-,-, 
20180817,MTX    ,201809     ,222039,10623,2,-,-, 
20180817,MTX    ,201809     ,222039,10623,2,-,-, 
20180817,MTX    ,201809     ,222039,10623,2,-,-, 
20180817,MTX    ,201809     ,222039,10623,2,-,-, 
20180817,MTX    ,201809     ,222039,10623,2,-,-, 
20180817,MTX    ,201809     ,222041,10624,2,-,-, 
20180817,MTX    ,201809     ,222043,10623,2,-,-, 
20180817,MTX    ,201809     ,222053,10623,2,-,-, 
20180817,MTX    ,201809     ,222100,10623,2,-,-, 
20180817,MTX    ,201809     ,222107,10623,2,-,-, 
20180817,MTX    ,201809     ,222108,10623,2,-,-, 
20180817,MTX    ,201809     ,222112,10623,2,-,-, 
20180817,MTX    ,201809     ,222121,10622,2,-,-, 
20180817,MTX    ,201809     ,222127,10622,2,-,-, 
20180817,MTX    ,201809     ,222127,10622,2,-,-, 
20180817,MTX    ,201809     ,222135,10622,2,-,-, 
20180817,MTX    ,201809     ,222138,10622,4,-,-, 
20180817,MTX    ,201809     ,222138,10623,2,-,-, 
20180817,MTX    ,201809     ,222139,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,4,-,-, 
20180817,MTX    ,201809     ,222140,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,2,-,-, 
20180817,MTX    ,201809     ,222140,10622,4,-,-, 
20180817,MTX    ,201809     ,222141,10622,2,-,-, 
20180817,MTX    ,201809     ,222145,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,6,-,-, 
20180817,MTX    ,201809     ,222146,10622,4,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,4,-,-, 
20180817,MTX    ,201809     ,222146,10622,4,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222146,10622,2,-,-, 
20180817,MTX    ,201809     ,222148,10622,2,-,-, 
20180817,MTX    ,201809     ,222148,10622,2,-,-, 
20180817,MTX    ,201809     ,222151,10621,2,-,-, 
20180817,MTX    ,201809     ,222151,10622,2,-,-, 
20180817,MTX    ,201809     ,222152,10622,2,-,-, 
20180817,MTX    ,201809     ,222152,10621,2,-,-, 
20180817,MTX    ,201809     ,222153,10622,6,-,-, 
20180817,MTX    ,201809     ,222158,10622,2,-,-, 
20180817,MTX    ,201809     ,222159,10622,2,-,-, 
20180817,MTX    ,201809     ,222201,10622,4,-,-, 
20180817,MTX    ,201809     ,222201,10622,8,-,-, 
20180817,MTX    ,201809     ,222201,10622,24,-,-, 
20180817,MTX    ,201809     ,222204,10622,2,-,-, 
20180817,MTX    ,201809     ,222204,10622,2,-,-, 
20180817,MTX    ,201809     ,222204,10622,2,-,-, 
